Method,K,Accuracy,Precision,Recall,F1,AUC,Model,Params,Accuracy_std
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': False}",
kfold,10.0,0.8,0.4,0.4,0.4,,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': False}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,0.9,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': False}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True}",
kfold,10.0,0.8,0.4,0.4,0.4,,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,0.8,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.75,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': False}",
kfold,10.0,0.8,0.4,0.4,0.4,,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': False}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': False}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True}",
kfold,10.0,0.7,0.3,0.3,0.3,,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True}",0.45825756949558394
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.75,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': False}",
kfold,10.0,0.8,0.4,0.4,0.4,,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': False}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': False}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True}",
kfold,10.0,0.7,0.4,0.4,0.4,,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True}",0.45825756949558394
stratified_kfold,5.0,0.6,0.2,0.2,0.2,0.6,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True}",0.20000000000000004
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': False}",
kfold,10.0,0.8,0.4,0.4,0.4,,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': False}",0.4
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.8,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': False}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True}",
kfold,10.0,0.0,0.0,0.0,0.0,,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True}",0.0
stratified_kfold,5.0,0.5,0.0,0.0,0.0,0.5,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': False}",
kfold,10.0,0.0,0.0,0.0,0.0,,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': False}",0.0
stratified_kfold,5.0,0.5,0.0,0.0,0.0,0.5,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': False}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True}",
kfold,10.0,0.0,0.0,0.0,0.0,,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True}",0.0
stratified_kfold,5.0,0.5,0.0,0.0,0.0,0.5,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': False}",
kfold,10.0,0.0,0.0,0.0,0.0,,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': False}",0.0
stratified_kfold,5.0,0.5,0.0,0.0,0.0,0.5,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': False}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True}",
kfold,10.0,0.0,0.0,0.0,0.0,,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True}",0.0
stratified_kfold,5.0,0.5,0.0,0.0,0.0,0.5,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': False}",
kfold,10.0,0.0,0.0,0.0,0.0,,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': False}",0.0
stratified_kfold,5.0,0.5,0.0,0.0,0.0,0.5,RF,"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': False}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True}",
kfold,10.0,0.8,0.4,0.4,0.4,,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.75,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': False}",
kfold,10.0,0.8,0.4,0.4,0.4,,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': False}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': False}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True}",
kfold,10.0,0.8,0.4,0.4,0.4,,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.75,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': False}",
kfold,10.0,0.8,0.4,0.4,0.4,,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': False}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': False}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': True}",
kfold,10.0,0.4,0.2,0.2,0.2,,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': True}",0.4898979485566356
stratified_kfold,5.0,0.5,0.0,0.0,0.0,0.5,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': True}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': False}",
kfold,10.0,0.8,0.4,0.4,0.4,,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': False}",0.4
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.9,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': False}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True}",
kfold,10.0,0.8,0.4,0.4,0.4,,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.75,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': False}",
kfold,10.0,0.8,0.4,0.4,0.4,,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': False}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': False}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True}",
kfold,10.0,0.8,0.4,0.4,0.4,,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True}",0.4
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,1.0,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': False}",
kfold,10.0,0.8,0.4,0.4,0.4,,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': False}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': False}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True}",
kfold,10.0,0.6,0.4,0.4,0.4,,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True}",0.48989794855663565
stratified_kfold,5.0,0.4,0.0,0.0,0.0,0.4,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True}",0.2
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': False}",
kfold,10.0,0.8,0.4,0.4,0.4,,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': False}",0.4
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.8,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': False}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True}",
kfold,10.0,0.0,0.0,0.0,0.0,,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True}",0.0
stratified_kfold,5.0,0.5,0.0,0.0,0.0,0.5,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': True}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': False}",
kfold,10.0,0.0,0.0,0.0,0.0,,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': False}",0.0
stratified_kfold,5.0,0.5,0.0,0.0,0.0,0.5,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 1, 'bootstrap': False}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True}",
kfold,10.0,0.0,0.0,0.0,0.0,,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True}",0.0
stratified_kfold,5.0,0.5,0.0,0.0,0.0,0.5,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': True}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': False}",
kfold,10.0,0.0,0.0,0.0,0.0,,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': False}",0.0
stratified_kfold,5.0,0.5,0.0,0.0,0.0,0.5,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 2, 'bootstrap': False}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True}",
kfold,10.0,0.0,0.0,0.0,0.0,,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True}",0.0
stratified_kfold,5.0,0.5,0.0,0.0,0.0,0.5,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': True}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': False}",
kfold,10.0,0.0,0.0,0.0,0.0,,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': False}",0.0
stratified_kfold,5.0,0.5,0.0,0.0,0.0,0.5,RF,"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 4, 'bootstrap': False}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True}",
kfold,10.0,0.8,0.4,0.4,0.4,,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': True}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.75,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': False}",
kfold,10.0,0.7,0.4,0.4,0.4,,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': False}",0.45825756949558394
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'bootstrap': False}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True}",
kfold,10.0,0.8,0.4,0.4,0.4,,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,0.8,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': True}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.75,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': False}",
kfold,10.0,0.8,0.4,0.4,0.4,,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': False}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'bootstrap': False}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': True}",
kfold,10.0,0.7,0.4,0.4,0.4,,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': True}",0.45825756949558394
stratified_kfold,5.0,0.6,0.2,0.2,0.2,0.6,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': True}",0.20000000000000004
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': False}",
kfold,10.0,0.8,0.4,0.4,0.4,,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': False}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 4, 'bootstrap': False}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True}",
kfold,10.0,0.7,0.3,0.3,0.3,,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True}",0.45825756949558394
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': True}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': False}",
kfold,10.0,0.8,0.4,0.4,0.4,,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': False}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'bootstrap': False}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True}",
kfold,10.0,0.7,0.3,0.3,0.3,,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True}",0.45825756949558394
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': True}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.75,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': False}",
kfold,10.0,0.8,0.4,0.4,0.4,,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': False}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'bootstrap': False}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True}",
kfold,10.0,0.7,0.4,0.4,0.4,,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True}",0.45825756949558394
stratified_kfold,5.0,0.6,0.4,0.6,0.4666666666666666,0.6,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': True}",0.2
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': False}",
kfold,10.0,0.8,0.4,0.4,0.4,,RF,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'bootstrap': False}",0.4
